_id,geometry,ogc_fid0,fid,m_id,link_p,sector,dev_pro,pro_note,pro_dev,cap_inv_m,cap_inv,nat_pro,job_creat,sta_oper,pro_dur,land_a,dir_name,nat,eia_rep,eia_l,com_stat,par_com,com_type,reg_add,csr_prog,soc_envi,r_cdc,cdc_date,sub_n,sub_d,location,village,commune,district,pro_loc,data_c,reference,lat,long,note_co
140,0101000020887F000028FA6D0FD5861D41FC7A8A7370293341,140,140,,,Industrial development,Factory,Garment factory establishment,"Sincere Season (Cambodia) Garment Co., Ltd",5.6,"5,600,000",,"1,720",,,,,,,,,,,,,,,,,,"Boeng K'aek Village, Preaek Roka Commune, Kandal Stueng District, Kandal Province",Boeng K'aek,Preaek Roka,Kandal Stueng,Kandal,Secondary data,webpage_capture_CDC__12.01.2022.pdf;Cambodia_approves_nine_new_investment_projects__13.01.2022.pdf,11.36002733,104.8512066,Commune
141,0101000020887F0000A67EE00B0FF51C414A08761C75EE3341,141,141,,,Industrial development,Factory,Garment factory establishment,"Powerful Riches Garment (Cambodia) Co., Ltd",5.0,"5,000,000",,"1,743",,,,,,,,,,,,,,,,,,"Phsar Daek Leu Village, Phsar Daek Commune, Ponhea Lueu District, Kandal Province",Phsar Daek Leu,Phsar Daek,Ponhea Lueu,Kandal,Secondary data,webpage_capture_CDC__12.01.2022.pdf;Cambodia_approves_nine_new_investment_projects__13.01.2022.pdf,11.81609931,104.7653206,Commune
142,0101000020887F0000D63746B65CAC1B41B6058D231E673341,142,142,,,Industrial development,Factory,Bag and backpage factory,"Green Bag (Cambodia) Co., Ltd",5.0,"5,000,000",,"1,544",,,,,,,,,,,,,,,,,,"Robang Chroh Village, Samraong Tong Commune, Samraong Tong District, Kampong Speu Province",Robang Chroh,Samraong Tong,Samraong Tong,Kampong Speu,Secondary data,webpage_capture_CDC__12.01.2022.pdf;Cambodia_approves_nine_new_investment_projects__13.01.2022.pdf,11.5025494,104.5726873,Commune
143,0101000020887F00009276352A54A525415C0AD815633C3541,143,143,,,Extractive Industry,Mining,Okvau gold project,Renaissance Minerals (Cambodia) Limited,120.0,"120,000,000",Australia,462,,,39200,"Bernard Joseph Cleary, Billie Jean Slott, Michael James Evans, Morgan Cain Hart",,,,,,,,,,,,,,"Okvau Area, Kaev Seima District, Southwestern Mondul Kiri Province",,Chong Phlah,Kaev Seima,Mondul Kiri,Secondary data,First_commercial_gold_mine__21.06.2021.pdf,12.58233438,106.9264819,Commune
144,0101000020887F00007EA04A6E39CC1E41EE56D7DB2A783341,144,144,,,Energy,Power plant,400 MW heavy dual oil power plant,Kandal Heavy Fuel Oil Power Plant,380.0,"380,000,000",,,,,,,,,,,,,,,,,,,,"Lvea Aem District, Kandal Province",,,Lvea Aem,Kandal,Secondary data,Cambodia_Embraces_Dirty_Energy__24.06.2021.pdf;Kandal_Heavy_Fuel_Oil_Power_Plant__21.11.2021.pdf,11.54233291,105.0420982,District
145,0101000020887F0000FB0F867A295F1E41D7DA82FA33243441,145,145,,,Energy,Power plant,Large biomass power plant to generate thermal energy at its brewery,Heineken Cambodia and Berkeley Energy Commercial Industrial Solutions (BECIS),5.8,"5,800,000",,50,2022,,,,,,,,,,,,,,,,,"Along Tiger Beer Street, Boa Angkanh Village, Sangkat Preaek Aeng, Khan Chbar Ampov, Phnom Penh ",Roboah Angkanh,Preaek Aeng,Chbar Ampov,Phnom Penh,Secondary data,Heineken_Cambodia__11.12.2021.pdf;Heineken_BECIS_Biomass_Power_Plant__09.12.2021.pdf,11.94062324,104.9780532,Commune
146,0101000020887F0000FC95E46EC9D71D4150B1550AD8533341,146,146,,,Industrial development,Factory,Garment factory establishment,"Malaga Garment Factory Co., Ltd",6.4,"6,400,000",,611,,,,,,,,,,,,,,,,,,"Preaek Kampues Village, Sangkat Preaek Kampues, Khan Dangkao, Phnom Penh",Preaek Kampues,Preaek Kampues,Dangkao,Phnom Penh,Secondary data,Two_Garment_Factory_Projects__06.04.2022.pdf;CDC__01.04.2022.pdf,11.45822265,104.8986571,Village
147,0101000020887F0000160B2EAA71F11241864AE9AC32A43341,147,147,,,Energy,Hydropower dam,150 MW Cambodia's Shangddai hydropower project,China National Machinery Industry Corporation (Sinomach),400.0,"400,000,000",,,,35,,,China,,,,,,,,,,,,,Upstream cascade power station of the Dadai Hydropower station,,,,Koh Kong,Secondary data,$400m_Investment_Hydro_Project__31.12.2020.pdf,11.63902093,103.2604997,Province
148,0101000020887F0000C3B09255B0001E41E1798880F47D3341,148,148,,,Financial Institutions,Bank,"Financial institution, subsidiary of National Bank of Canada",Advanced Bank of Asia Limited (ABA Bank),"4,390.0","4,390,000,000",Canada,,2008,,,"
Askhat Azhikhanov",,,,,National Bank of Canada,Public Limited Company,"148, Preah Sihanouk Boulevard, Boeng Keng Kang Muoy, Chamkar Mon, Phnom Penh, Cambodia",,,,,,,"148, Preah Sihanouk Boulevard, Boeng Keng Kang Muoy, Chamkar Mon, Phnom Penh","148, Preah Sihanouk Boulevard",Boeng Keng Kang Muoy,Chamkar Mon,Phnom Penh,Secondary data,ABA_Bank_Cambodia__06.04.2020.pdf;Advanced_Bank_Asia_Limited_Opencorporates__22.03.2022.pdf;ABA_Bank_about__00.00.2022.pdf,11.55572514,104.9226305,Project location (Google)
149,0101000020887F00002AF630141E021E41E36FE0811D7E3341,149,149,,,Financial Institutions,Bank,Cambodia’s market leading priority banking service,CIMB Bank Plc,14.2,"14,210,000",Malaysia,407,,,,"Ahmad Shazli Bin Kamarulzaman, Aisyah Lam Binti Abdullah, Kalyan Mey, Mohd Nasir Bin Ahmad, Omar Siddiq Bin Amin Noer Rashid, Yin Bun",,,,,,Public Limited Company,"No. 20A-B, Corner of Norodom Boulevard and Road No. 118, Phum 10, Phsar Chas, Doun Penh, Phnom Penh, 12203, Cambodia",,,,,,,"Phum 10, Phsar Chas, Doun Penh, Phnom Penh, 12203",Phum 10,Phsar Chas,Doun Penh,Phnom Penh,Secondary data,CIMB_Bank_PLC_Cambodia__02.09.2019.pdf; CIMB_Bank_PLC_Cambodia_Opencorporates__21.01.2021.pdf;         CIMB_Bank_Personal__00.00.2022.pdf,11.5560962,104.923469,Project location (Google)
150,0101000020887F0000F9512EB993EC1D4161AC49953B833341,150,150,,,Extractive Industry,Gas Station,The leader of international oil company in Cambodia,PTT (Cambodia) Ltd.,13.4,"13,400,000",Thailand,,,,,"Boonma Phonthanakornkul, Buranin Rattanasombat, Songpon Thepnumsommanus",,,,,,Private Limited Company,"No. 320, Road No. 128 Corner with road No. 171, Mittakpheap, Prampi Makara, Phnom Penh, Cambodia",,,,,,,"Mittakpheap, Prampir Meakkakra, Phnom Penh",,Mittakpheap,Prampir Meakkakra,Phnom Penh,Secondary data,PTT_Cambodia_Opencorporates__20.01.2021.pdf; PTT_Cambodia__31.10.2013.pdf; PTT_Cambodia_Limited__00.00.2013.pdf,11.56794046,104.9108216,Project location (Google)
151,0101000020887F000061D5F216B2191E41CDA7764DFF7D3341,151,151,,,Retail / Commercial Establishments,Hotel & Casino,"NagaWorld is the biggest integrated entertainment
resort in the Mekong region",NagaWorld Limited,"1,500.0","1,500,000,000",Hong Kong,"10,000",,,,"Chen Lip Keong, Yepern Chen",Malaysia,,,,,Foreign Company,,,,,,,,"Park, 120101, Samdech Hun Sen St, Phnom Penh",,,Doun Penh,Phnom Penh,Secondary data,NagaWorld_Director__23.03.2022.pdf; NagaWorld_Cambodia_Opencorporates__19.01.2021.pdf; NagaCorp_Cambodia__01.06.2016.pdf,11.55582636,104.9373088,Project location (Google)
152,0101000020887F00008E6B9F80FB141E41F579A5041E7E3341,152,152,,,Retail / Commercial Establishments,Hotel & Casino,"NagaWorld is the biggest integrated entertainment
resort in the Mekong region",NagaWorld Limited,369.0,"369,000,000",Hong Kong,"10,000",,,,"Chen Lip Keong, Yepern Chen",Malaysia,,,,,Foreign Company,"South of Hun Sen Park, Phnom Penh",,,,,,,"Park, 120101, Samdech Hun Sen St, Phnom Penh",,,Doun Penh,Phnom Penh,Secondary data,NagaWorld_2_Cambodia__23.03.2022.pdf; NagaWorld_Director__23.03.2022.pdf; NagaWorld_Cambodia_Opencorporates__19.01.2021.pdf; NagaCorp_Cambodia__01.06.2016.pdf,11.55610353,104.9345422,Project location (Google)
153,0101000020887F00005D132B619D111E41BDB369A59E7C3341,153,153,,,Retail / Commercial Establishments,Commercial Real estate,"NagaWorld is the biggest integrated entertainment
resort in the Mekong region",NagaWorld Limited,"4,000.0","4,000,000,000",Hong Kong,"10,000",,,,"Chen Lip Keong, Yepern Chen",Malaysia,,,,,Foreign Company,,,,,,,,,,,Doun Penh,Phnom Penh,Secondary data,NagaWorld_3_Cambodia__10.03.2021.pdf; NagaWorld_Director__23.03.2022.pdf; NagaWorld_Cambodia_Opencorporates__19.01.2021.pdf; NagaCorp_Cambodia__01.06.2016.pdf,11.55263599,104.9325663,Project location (Google)
154,0101000020887F000071F3F6AEBAE81D412A48593B3C7A3341,154,154,,,Financial Institutions,Bank,"New York-listed KB financial group Inc’s (KB)
commercial banking unit",Kookmin Bank Cambodia Plc.,925.4,"925,400,000",South Korea,,,,,"Cho Seongil, Heon Ik Kim, Jang Yong Jae, Kook Hwan Kim, Lee Hana, Park Yong Jin",South Korea,,,,,Public Limited Company,"Building No. 55, 214, Phum 5, Boeng Reang, Doun Penh, Phnom Penh, 12211, Cambodia",,,,,,,"Building No. 55, 214, Phum 5, Boeng Reang, Doun Penh, Phnom Penh, 12211, Cambodia",Phum 6,Boeng Kak Ti Muoy,Tuol Kouk,Phnom Penh,Secondary data,Kookmin_Bank_Cambodia__21.12.2021.pdf;Kookmin_Bank_Cambodia_Opencorporate__21.01.2021.pdf,11.54710904,104.9085697,Project location (Google)
155,0101000020887F00002DA38E13CD001E4144C73D0B6A843341,155,155,,,Financial Institutions,Bank,The small and medium enterprise bank of Cambodia,SME Bank (Cambodia),100.0,"100,000,000",Cambodia,,,,,Phan Phalla,,,,,,Public Limited Company,"No 30, St. Pasteur (51) corner St. Prey Nokor (126), Sangkat Phsar Thmei Ti Muoy, Khan Doun Penh, Phnom Penh, Cambodia.",,,,,,,"No 30, St. Pasteur (51) corner St. Prey Nokor (126), Sangkat Phsar Thmei Ti Muoy, Khan Doun Penh, Phnom Penh, Cambodia.",,Phsar Thmei Ti Muoy,Doun Penh,Phnom Penh,Secondary data,SME_Bank_Cambodia_News__05.11.2020.pdf;SME_Bank_Cambodia__23.03.2022.pdf,11.57067922,104.9226923,Project location (Google)
156,0101000020887F00004FD5802778B91D41B126EFA2B57F3341,156,156,,,Retail / Commercial Establishments,Condo & Apartment,One of the largest real estate companies from Japan,Arakawa Residence Cambodia,70.0,"70,000,000",Japan,,,,,"Leng Sotheara, Kemmori Yasumoto, Sea Sophoan, Yasumoto Sacha Jane","Japan, Cambodia",,,,,Private Limited Company,"No. 68-69, Tonle Sab, Phum 2, Chrouy Changva, Ruessei Kaev, Phnom Penh, 1731, Cambodia",,,,,,,"No. 50, Corner of St. 516 and St. 317, Sangkat Boeng Kak Ti Muoy, Khan Tuol Kouk, Phnom Penh, Cambodia.",,Boeng Kak Ti Muoy,Tuol Kouk,Phnom Penh,Secondary data,Arakawa_Resident_Cambodia__23.03.2022.pdf;Arakawa_Resident_Cambodia_Opencorporates__20.01.2021.pdf,11.55977279,104.880825,Project location (Google)
157,0101000020887F00007FB5B537D3BE1D41371CBBEFDB803341,157,157,,,Retail / Commercial Establishments,Condo & Apartment,"Commercial city and housing
estate","Booyoung Khmer Co., Ltd.","1,100.0","1,100,000,000",South Korea,,,,200,"Ung Hwan Kim, Lee Joong Keun",South Korea,,,,,Private Limited Company,"No. 86, Norodom Boulevard (41), Phum 10, Chey Chumneah, Doun Penh, Phnom Penh, 12206, Cambodia",,,,,,,"Russian Blvd, Sangkat Tuek Thla, Khan Saensokh
Phnom Penh",,Tuek Thla,Saensokh,Phnom Penh,Secondary data,Booyoung_Town_Cambodia_Opencorporates__20.01.2021.pdf;Booyoung_Town_Cambodia__26.09.2013.pdf,11.56243561,104.8839676,Project location (Google)
158,0101000020887F00005486781504821D41D8D6CA9C8F7F3341,158,158,,,Retail / Commercial Establishments,Condo & Apartment,Property investment and development,Bodaiju Residences,340.0,"340,000,000",Japan,,,,,Muneyoshi Toshihiko,Japan,,,,,,,,,,,,,"#269, Russian Boulevard, Sangkat Kakab, Khan Pur SenChey
Phnom Penh",,Kakab,Pur SenChey,Phnom Penh,Secondary data,Bodaiju_Residence_Cambodia__23.03.2022.pdf;Bodaiju_Residence__00.00.2021.pdf,11.55941371,104.8482752,Project location (Google)
159,0101000020887F0000562DDF12BE181E4156552515027E3341,159,159,,,Financial Institutions,Bank,"Leading edges in cross-border and RMB
businesses",Bank of China (Hong Kong) Limited,414.0,"414,000,000",Hong Kong,,,,,"Wang, Huabin",China,,,,Bank of China,Foreign Company,,,,,,,,"Canadia Tower, 1st &2nd Floor,
315 Ang Duong St., P.O.BOX 110
Phnom Penh, Cambodia",,,Doun Penh,Phnom Penh,Secondary data,Bank_China_Phnom_Penh__00.00.2021.pdf;Bank_China_Phnom_Penh_Opencorporates__21.01.2021.pdf,11.55585138,104.9367493,Project location (Google)
160,0101000020887F000052CE3FCD920B1E41C19D4326FB743341,160,160,,,Financial Institutions,Bank,"Banking, finance and investments",Phnom Penh Commercial Bank Plc,"89,900.0","89,900,000,000",South Korea,,2008,,,"Kim Katerina, Lee Myungsang, Park Chong Tae, Ryeon Heo, Sim Sang Ton, Yim Yong Taick",South Korea,,,,,Public Limited Company,"No. 217, Norodom Boulevard (Street 41), Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh",,,,,,,"Tonle Basak, Chamkar Mon, Phnom Penh, Cambodia",,Tonle Basak,Chamkar Mon,Phnom Penh,Secondary data,PPC_Bank_Cambodia_OpenCorporates__19.01.2021.pdf;PPC_Bank_Cambodia__19.02.2020.pdf; PPC_Bank_EuroCham_Cambodia__00.00.2022.pdf,11.53495028,104.9290247,Project location (Google)
161,0101000020887F00007CE4DBC977FA1D41924D4F4EBE843341,161,161,,,Financial Institutions,Bank,"Wide range of banking
and financial services",Cambodian Public Bank Plc,90.0,"90,000,000",Malaysia,,,,,"Hong Piow Teh, Kat Kiam Chang, Mohammed Najeeb Bin Abdullah, Poh Keat Quah, Sam Abdoullah Ghanty, Ying Tong Phan",,,,,,Public Limited Company,"No. 23, Kramoun Sar (St. 114), Phum 1, Phsar Thmei Pir, Doun Penh, Phnom Penh, 12210, Cambodia",,,,,,,"No. 23, Kramoun Sar (St. 114), Phum 1, Phsar Thmei Ti Pir, Doun Penh, Phnom Penh, 12210, Cambodia",Phum 1,"Teuk Tla
148, Preah Sihanouk Boulevard, Boeng Keng Kang Muoy, Chamkar Mon, Phnom Penh, Cambodia",Doun Penh,Phnom Penh,Secondary data,Cambodia_Public_Bank_Opencorporates__20.01.2021.pdf;Cambodia_Public_Bank__00.00.2022.pdf,11.57144024,104.9189745,Project location (Google)
162,0101000020887F000078A069841C041E41775E5BA263833341,162,162,,,Financial Institutions,Bank,The first European commercial bank in Cambodia,BRED Bank (Cambodia) Plc,35.0,"35,000,000",France,,,,,"Bernard Marie Albert RAMANANTSOA, Guillaume Claude PERDON, Guillaume Jean Marie Henri MASSIN, Olivier Jean KLEIN, Sebastien Joseph Louis NAHON, Stephane Mangiavacca",,,,,,Public Limited Company,"No. 30, Norodom Blvd, Other, Phsar Thmei Bei, Doun Penh, Phnom Penh, Cambodia",,,,,,,"No. 30, Norodom Blvd, Other, Phsar Thmei Ti Bei, Doun Penh, Phnom Penh, Cambodia",,Phsar Thmei Ti Bei,Doun Penh,Phnom Penh,Secondary data,Bred_Bank__Group_Cambodia__21.07.2021.pdf; Bred_Bank_Cambodia__20.01.2021.pdf,11.56830659,104.9246361,Project location (Google)
163,0101000020887F000068982FE521051E415B0B27F375823341,163,163,,,Financial Institutions,Bank,The newest experience in a variety of banking products and digital banking services with the latest digital technology,Sathapana Bank Plc,"2,000.0","2,000,000,000",China,"4,000",,,,"Anthony, Min Khong Chin,Chang-Woo Han, Katsuhiro Shinohara, Ken Han, Kim Vada, Monivann Hun, Yu Han","Cambodia,China,Japan,South Korea",,,,,Public Limited Company,"No. 83, Norodom Blvd, Phum 1, Phsar Thmei Bei, Doun Penh, Phnom Penh, 12208, Cambodia",,,,,,,"83, Norodom Blvd, Phum 1, Phsar Thmei Bei, Doun Penh, Phnom Penh, 12208, Cambodia",Phum 1,Phsar Thmei Ti Bei,Doun Penh,Phnom Penh,Secondary data,Sathapana_Bank_PLC__12.04.2021.pdf; Sathapana_Bank_PLC_Opencorporates__01.20.2021.pdf,11.56615721,104.925236,Project location (Google)
164,0101000020887F00002D0E7D5F41E51D418B5F672FE37A3341,164,164,,,Financial Institutions,Bank,"Creative products & services, and better
financial solutions",Prince Bank Plc.,800.0,"800,000,000","China, Cambodia",,,,,"Chen Zhi, Guy Chhay, Honn Sorachna, Sim Hoychhoung, Then Samvisoth","China, Cambodia",,,,,Public Limited Company,"175ABCD,  Mao Tse Toung Blvd, Phum 5, Tuol Svay Prey Muoy, Chamkar Mon, Phnom Penh, 12308, Cambodia",,,,,,,"175ABCD, Mao Tse Tong Avenue, Phum 5, Tuol Svay Prey Muoy, Chamkar Mon, Phnom Penh, 12308, Cambodia",Phum 5,Tuol Svay Prey Ti Muoy,Chamkar Mon,Phnom Penh,Secondary data,Prince_bank_PLC_2__04.11.2021.pdf; Prince_bank_PLC_Opencorporates__21.01.2021.pdf;Prince_Bank_PLC_Total_Assets__08.04.2022.pdf,11.54861826,104.9065302,Project location (Google)
165,0101000020887F0000A0D90AE77CF71D4111D098031D873341,165,165,,,Financial Institutions,Bank,Major consolidation in Cambodia’s banking industry and creating the third largest commercial bank branch network in the country,Phillip Bank Plc,110.0,"110,000,000",Singapore,"2,000",,,,"Chan Mach, Koh Yong Guan, Lim Huamin, Ong Teong Hoon, Paul Gwee Choon Guan, Seah Yen Goon","Singapore,Cambodia",,,,PhillipCapital,Public Limited Company,"27DEFG, Monivong Blvd​, Phum 6, Srah Chak, Doun Penh, Phnom Penh, 12201, Cambodia",,,,,,,"27DEFG, Monivong Avenue, Phum 6, Srah Chak, Doun Penh, Phnom Penh, 12201, Cambodia",Phum 6,Srah Chak,Doun Penh,Phnom Penh,Secondary data,Phillip_Bank_PLC__03.02.2020.pdf; Phillip_Bank_PLC_Opencorporates__19.01.2021.pdf,11.5769266,104.9172236,Project location (Google)
166,0101000020887F00001AE98F83A7FE1D415FD9FB06257C3341,166,166,,,Financial Institutions,Bank,Property investment and development,Agribank Cambodia Branch,25.4,"25,400,000",Vietnam,,,,,Nguyen Thanh Dung,Vietnam,,,,Vietnam Bank for Agriculture and Rural Development,Foreign Company,"No. 364, Preah Monivong (St. 93), 12302, Phnom Penh, Cambodia",,,,,,,"No. 364, Preah Monivong (St. 93), 12302, Phnom Penh, Cambodia",,,,Phnom Penh,Secondary data,AgriBank_Cambodia__24.03.2022.pdf; AgriBank_Cambodia_Opencorporates__21.01.2021.pdf;AgriBank_Cambodia_Address_YP__00.00.2022.pdf,11.55153331,104.9214375,Project location (Google)
167,0101000020887F0000622AA0C03B211F4103674FF768683341,167,167,,,Retail / Commercial Establishments,Resort ,Prince minor theme park & recreational park,Prince Holding Group,85.0,"85,000,000",China,,,,,"Chen Zhi, Cliff Koh",China,,,,,Public Limited Company,"Land Plot No. 500, Koh Pich Avenue, Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301, Cambodia",,,,,,,"Kien Svay Commune, Kandal",,,Kien Svay,Kandal,Secondary data,"Opencorporate_Prince_real_estate_group__05.01.2022.pdf; prince_real_estate_cambodia_group_co.,ltd_opencorporates__06.01.2022.pdf; Prince_Manor_Resort__08.10.2020.pdf:Prince_Culture_Tourism_Development__28.01.2021.pdf",11.50584017,105.0919819,Project location (Google)
168,0101000020887F0000DCEDF8FCC0A91D41B43A24CEB3BC3341,168,168,,,Retail / Commercial Establishments,Park,"Phnom Penh safari, forest resort",L.Y.P Group,9.0,"9,000,000",Cambodia,,,,,Kim Heang,,,,,"L.Y.P GROUP Co., Ltd",Private Limited Company,"Neang Kok, Bak Khlang, Mondol Seima, Koh Kong, 9351, Cambodia
",,,,,,,"Phum Prek Tarath,Sangkat Prek Tasek,Khan Chroy Chang Var, Phnom Penh.",,,Prek Pnov,Phnom Penh,Secondary data,"Phnom_Penh_Safari__20.04.2018.pdf; L.Y.P_Group__28.01.2021.pdf;L.Y.P_Group_co.,Ltd_Opencorporate__06.01.2022.pdf;	Safari_World_Phnom_Penh__00.00.2022.pdf",11.70097713,104.8715356,Project location (Google)
169,0101000020887F0000BE6489031B8426414E5328E5A5053541,169,169,,,Infrastructure,Hospital,Maternity and infant hospital in Mondul Kiri province,Korea International Cooperation Agency,7.0,"7,000,000",South Korea,,,,,Hyunjun Rho,South Korea,,,,,International Cooperation Agency,"Boritra Building 4th Floors, #61-64, Preah Norodom Blvd (41), Corner of St. 306,
Sangkat Boeng Keng Kang 1, Khan Chamkar Mon, Phnom Penh",,,,,,,"Kaoh Nheaek, Mondul Kiri",,,Kaoh Nheaek,Mondul Kiri,Secondary data,Korea_Funded_Hospital_Mondulkiri__01.23.2022.pdf; KOICA_Cambodia__01.12.2022.pdf;KOICA_Cambodia_Office__00.00.2018.pdf,12.45368864,107.187768,Project location (Google)
170,0101000020887F000029993B06E8032741AE5384BD8A923741,170,170,,,Agro-industry,Factory,Yellow bananas blossoming factory,"Sing He Yi Agriculture Co., Ltd.",6.0,"6,000,000",,,,,,,,,,,,,"Nhang commune, Andaung Meas district, Rattana Kiri province",,,,,,,"Nhang commune, Andaung Meas district, Rattana Kiri province",,Nhang,Andaung Meas,Rattana Kiri,Secondary data,CDC_300million_Approves__25.01.2022.pdf,13.96253769,107.3526025,Project location (Google)
171,0101000020887F00008692FEC0AA5C154185DAAD9462E63141,171,171,,,Industrial development,Factory,Tire plant factory,"General Intelligence (Cambodia) Co., Ltd.",297.0,"297,000,000",,,,,,,,,,,,,"Preah Sihanouk Special Economic Zone, Preah Sihanouk province",,,,,,,"Preah Sihanouk Special Economic Zone, Preah Sihanouk province",Preah Sihanouk Special Economic Zone,,,Preah Sihanouk,Secondary data,CDC_300million_Approves__25.01.2022.pdf,10.60911877,103.6287742,Project location (Google)
172,0101000020887F0000B7770C053AF822411D5EA74BD6A83241,172,172,,,Industrial development,Factory,First car tire factory,"Chinese Firm Cart Tire Co., Ltd",350.0,"350,000,000",,"4,000",,,50,,,,,,,,"Bavet special economic zone, Svay Rieng province",,,,,,,"Bavet special economic zone, Svay Rieng province",Bavet special economic zone,,,Svay Rieng,Secondary data,Chinese_firm_Cart_Tire__30.03.2022.pdf; First_Car_Tire_Factory_Under_Construction__30.03.2022.pdf,11.06027112,106.1132403,Project location (Google)
173,0101000020887F00005D6C0960D8F72241C436AAF57AA93241,173,173,,,Industrial development,Factory,Furniture factory,"Shane (Cambodia) Furniture Co., Ltd.",47.0,"47,000,000",,,,,,,,,,,,,Sin Bavet Economic Zone,,,,,,,"Sin Bavet Economic Zone, Svay Rieng",Sin Bavet Economic Zone,,,Svay Rieng,Secondary data,First_Car_Tire_Factory_Under_Construction__02.07.2021.pdf,11.0617617,106.112799,Project location (Google)
174,0101000020887F0000F9433942D61E1E41326E8941C17C3341,174,174,,,Retail / Commercial Establishments,Real estate,Office space,"Morgan Tower Real Estate Co., Ltd.",160.0,"160,000,000",China,,,,,Deng Wenfang,China,,,,,Private Limited Company,"No. 10D-36A, 10th floor, Koh Pich 1, Tonle Basak, Chamkar Mon, Phnom Penh",,,,,,,"Island Diamond, Tonle Basak, Chamkarmon, Phnom Penh",Island Diamond,Tonle Basak,Chamkar Mon,Phnom Penh,Secondary data,Morgan_Tower_Phnompenh__17.12.2020.pdf; Morgan_Tower_Real_Estate__20.01.2021.pdf,11.55295069,104.9403272,Project location (Google)
175,0101000020887F000054AF7BF3B7FD1D4190E1B369E07D3341,175,175,,,Retail / Commercial Establishments,Real estate,Commercial building and residence,"Yon Woo (Cambodia) Co., Ltd.",240.0,"240,000,000",South Korea,,,,,"Kim Ak Roun, Lee Sun Heum, Kim Tae Yeon",South Korea,,,,,Private Limited Company,"Land No. 60, corner of Monivong Blvd and Preah Sihanouk Blvd, Phum 4, Boeng Keng Kang Muoy, Chamkar Mon, Phnom Penh",,,,,,,"Phum 4, Boeng Keng Kang 1, Chamkar Mon, Phnom Penh",Phum 4,Boeng Keng Kang 1,Chamkar Mon,Phnom Penh,Secondary data,Golden_Tower_42__08.04.2020.pdf; Yon_woo_Cambodia__21.01.2021.pdf,11.55554299,104.9208871,Project location (Google)
176,0101000020887F00003CB04B7BF6171E4139016F68687C3341,176,176,,,Retail / Commercial Establishments,Real estate,Commercial building and residence,Worldbridge International (Cambodia) Ltd.,300.0,"300,000,000",,,,,,Sear Rithy,,,,,,Private Limited Company,"The Bridge Soho Tower No. 38-25, National Assembly Road, Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301",,,,,,,,,,,Phnom Penh,Secondary data,The_Bridge_Cambodia__11.01.2017.pdf; Worldbridge_Cambodia_Opencorporates__20.01.2021.pdf,11.55214632,104.9362925,Project location (Google)
177,0101000020887F00000BEB47EEA52A1E410B2244D62E7A3341,177,177,,,Retail / Commercial Establishments,Real estate,High-class condo and apartment,"The Peninsula Capital Co., Ltd.","1,000.0","1,000,000,000",China,,,,,"Chen, Yuhong, Deng Wenfang, Meng, Yuwei, Zhang Xuan, Zhang, Fan",China,,,,,Private Limited Company,"No. 88, National Assembly Street, Sangkat Tonle Basak, Khan Chamkarmon, Phnom Penh",,,,,,,,,,,Phnom Penh,Secondary data,Vue_Aston__15.09.2019.pdf; Vue_Aston_Peninsula_Capital_Opencorporates_21.01.2021.pdf,11.54699751,104.9472611,Project location (Google)
178,0101000020887F0000B0606551EADE1D41BD014FFF3B843341,178,178,,,Retail / Commercial Establishments,Real estate,Commercial building & office space,Chip Mong Group,230.0,"230,000,000",Cambodia,,,,,"Leang KHUN, Leang MENG, Pheap HEAK",,,,,,Private Limited Company,"No. 137, Mao Tse Toung Blvd, Boeng Keng kang Bei, Chamkar Mon, Phnom Penh",,,,,,,"Russian Federation Blvd (110), Phnom Penh",,,,Phnom Penh,Secondary data,Chip_Mong_Tower__05.01.2022.pdf; Chip_Mong_Group__21.01.2021.pdf,11.5702568,104.9028014,Project location (Google)
179,0101000020887F0000DF7350A265C81D41424DBF5581813341,179,179,,,Infrastructure,Hospital,New building of Preah Kossamak hospital ,China State Construction Engineering Corporation Ltd.,80.0,"80,000,000",China,,,,,Shi Xiaoguang,China,,,,,,,,,,,,,,,,,Phnom Penh,Secondary data,Kossamak_hospital_building__29.12.2021.pdf,11.56393361,104.8895856,Project location (Google)
180,0101000020887F0000343191EEA6F316410B4B61A0D9883641,180,180,,,Infrastructure,Hospital,Siem Reap provincial hospital,Japan International Cooperation Agency,19.0,"19,000,000",Japan,,,,,Shinichi Kitaoka,Japan,,,,, International Cooperation Agency,"16th and 17th floors, Keystone Building, #146 Norodom Boulevard, Phnom Penh, CAMBODIA
(P.O. Box 613, Phnom Penh, Cambodia)",,,,,,,,,,,Phnom Penh,Secondary data,Siem_Reap_Provincial_Hospital__24.12.2021.pdf; JICA_Cambodia__28.03.2022.pdf,13.3563128,103.8553231,Project location (Google)
